marital,word,n,tf,idf,tf_idf
single,project,202,0.0019192946117228995,0,0
single,sleep,202,0.0019192946117228995,0,0
married,park,200,0.001667695078631823,0,0
married,waiting,199,0.001659356603238664,0,0
single,recently,199,0.0018907902363012722,0,0
married,ate,198,0.0016510181278455048,0.22314355131420976,3.684140483315839e-4
married,recently,198,0.0016510181278455048,0,0
single,meet,197,0.0018717873193535208,0,0
single,party,197,0.0018717873193535208,0,0
married,garden,196,0.0016343411770591864,0,0
single,song,195,0.0018527844024057692,0,0
married,met,194,0.0016176642262728683,0,0
married,relax,194,0.0016176642262728683,0.22314355131420976,3.609713402844812e-4
single,run,193,0.0018337814854580178,0,0
married,ive,192,0.0016009872754865501,0,0
married,delicious,191,0.001592648800093391,0,0
married,flowers,191,0.001592648800093391,0,0
married,picked,190,0.0015843103247002318,0,0
single,office,190,0.0018052771100363907,0,0
single,vacation,190,0.0018052771100363907,0,0
married,woke,187,0.0015592948985207545,0,0
single,cleaned,187,0.0017767727346147634,0,0
single,date,186,0.0017672712761408877,0.22314355131420976,3.9435518869367314e-4
single,uncle,185,0.001757769817667012,0.5108256237659907,8.979138635467832e-4
married,share,184,0.0015342794723412771,0.22314355131420976,3.4236457016672444e-4
single,person,184,0.001748268359193136,0,0
divorced,daughter,182,0.013149338920598223,0,0
married,planted,182,0.0015176025215549588,0,0
married,taking,182,0.0015176025215549588,0,0
married,passed,181,0.0015092640461617998,0,0
single,learned,181,0.001719763983771509,0,0
married,stay,180,0.0015009255707686406,0,0
married,coffee,179,0.0014925870953754815,0,0
married,date,179,0.0014925870953754815,0.22314355131420976,3.3306118510784605e-4
single,exam,179,0.0017007610668237575,0,0
single,purchased,179,0.0017007610668237575,0,0
single,helped,178,0.0016912596083498816,0,0
married,happiness,177,0.0014759101445891633,0,0
married,wonderful,176,0.0014675716691960041,0,0
single,summer,175,0.0016627552329282545,0,0
single,tickets,175,0.0016627552329282545,0,0
single,couple,174,0.0016532537744543788,0,0
single,cute,174,0.0016532537744543788,0,0
single,successfully,174,0.0016532537744543788,0,0
married,dad,173,0.0014425562430165268,0,0
single,park,173,0.001643752315980503,0,0
single,share,173,0.001643752315980503,0.22314355131420976,3.6679272926884654e-4
married,coming,172,0.0014342177676233676,0,0
married,project,172,0.0014342177676233676,0,0
married,attended,171,0.0014258792922302087,0,0
married,run,171,0.0014258792922302087,0,0
single,expected,171,0.0016247493990327515,0,0
single,havent,171,0.0016247493990327515,0,0
married,wedding,168,0.0014008638660507314,0,0
single,coworker,168,0.0015962450236111244,0.22314355131420976,3.561917833362209e-4
married,couple,167,0.0013925253906575722,0,0
married,evening,165,0.0013758484398712538,0,0
married,restaurant,165,0.0013758484398712538,0,0
single,drive,165,0.001567740648189497,0,0
single,relax,165,0.001567740648189497,0.22314355131420976,3.498312157766455e-4
married,summer,163,0.0013591714890849357,0,0
single,brought,162,0.00153923627276787,0,0
single,coffee,162,0.00153923627276787,0,0
single,hit,162,0.00153923627276787,0,0
married,dont,161,0.0013424945382986176,0,0
single,partner,161,0.001529734814293994,0.5108256237659907,7.814277407082815e-4
single,passed,161,0.001529734814293994,0,0
single,cooked,160,0.0015202333558201183,0,0
single,listening,159,0.0015107318973462426,0,0
single,pay,159,0.0015107318973462426,0,0
single,proud,158,0.001501230438872367,0,0
married,weather,157,0.001309140636725981,0,0
single,waiting,157,0.0014917289803984912,0,0
single,weather,157,0.0014917289803984912,0,0
married,care,154,0.0012841252105465037,0,0
married,decided,154,0.0012841252105465037,0,0
married,girl,154,0.0012841252105465037,0,0
single,happiness,154,0.001463224604976864,0,0
single,promotion,154,0.001463224604976864,0,0
divorced,son,153,0.011054114587096308,0,0
single,decided,153,0.0014537231465029882,0,0
single,hear,153,0.0014537231465029882,0,0
married,marriage,152,0.0012674482597601854,0.22314355131420976,2.828229057899028e-4
married,rain,151,0.0012591097843670264,0,0
single,online,151,0.0014347202295552368,0,0
single,positive,150,0.0014252187710813609,0,0
married,test,149,0.001242432833580708,0,0
single,dont,149,0.0014157173126074852,0,0
married,students,148,0.0012340943581875489,0.5108256237659907,6.304070203072446e-4
married,afternoon,147,0.00122575588279439,0.22314355131420976,2.7351952073102444e-4
married,company,147,0.00122575588279439,0,0
married,hear,147,0.00122575588279439,0,0
married,ice,147,0.00122575588279439,0.22314355131420976,2.7351952073102444e-4
married,mail,147,0.00122575588279439,0,0
single,ice,145,0.0013777114787119824,0.22314355131420976,3.0742743204614304e-4
married,boy,144,0.0012007404566149126,0,0
married,office,143,0.0011924019812217534,0,0
single,tv,143,0.0013587085617642308,0,0
married,function,142,0.0011840635058285942,0.5108256237659907,6.048499789434375e-4
single,video,142,0.001349207103290355,0,0
married,cake,141,0.0011757250304354353,0,0
single,lost,141,0.0013397056448164794,0,0
married,temple,140,0.001167386555042276,0.9162907318741551,0.0010696654808997359
single,company,140,0.0013302041863426037,0,0
married,dance,139,0.001159048079649117,0.5108256237659907,5.920714582615339e-4
single,care,139,0.001320702727868728,0,0
single,text,139,0.001320702727868728,0.22314355131420976,2.947062969269923e-4
married,breakfast,138,0.0011507096042559577,0,0
married,picture,138,0.0011507096042559577,0,0
married,exam,137,0.0011423711288627988,0,0
single,attended,137,0.0013016998109209763,0,0
single,boss,137,0.0013016998109209763,0,0
single,results,137,0.0013016998109209763,0,0
married,goal,136,0.0011340326534696396,0,0
married,graduation,136,0.0011340326534696396,0,0
married,song,136,0.0011340326534696396,0,0
married,special,136,0.0011340326534696396,0,0
married,successfully,136,0.0011340326534696396,0,0
married,tv,136,0.0011340326534696396,0,0
single,bed,136,0.0012921983524471006,0,0
single,interview,136,0.0012921983524471006,0,0
married,lost,135,0.0011256941780764804,0,0
single,ready,135,0.001282696893973225,0,0
single,woke,135,0.001282696893973225,0,0
married,drive,134,0.0011173557026833215,0,0
married,saved,134,0.0011173557026833215,0,0
single,amazing,134,0.0012731954354993492,0,0
single,card,134,0.0012731954354993492,0,0
married,beach,133,0.0011090172272901623,0,0
married,clothes,133,0.0011090172272901623,0,0
married,team,133,0.0011090172272901623,0.22314355131420976,2.4747004256616496e-4
single,father,133,0.0012636939770254733,0,0
single,mail,133,0.0012636939770254733,0,0
single,meal,133,0.0012636939770254733,0,0
single,wedding,133,0.0012636939770254733,0,0
married,paid,132,0.0011006787518970031,0,0
married,video,132,0.0011006787518970031,0,0
single,items,132,0.0012541925185515976,0,0
married,cream,131,0.001092340276503844,0.22314355131420976,2.437486885426136e-4
married,sale,131,0.001092340276503844,0,0
single,apartment,131,0.001244691060077722,0,0
single,hadnt,131,0.001244691060077722,0,0
single,minutes,131,0.001244691060077722,0,0
single,offer,131,0.001244691060077722,0,0
married,cute,130,0.001084001801110685,0,0
married,discussions,130,0.001084001801110685,0.5108256237659907,5.537358962158231e-4
married,expected,130,0.001084001801110685,0,0
married,promotion,130,0.001084001801110685,0,0
single,close,130,0.0012351896016038462,0,0
married,realized,129,0.0010756633257175258,0.22314355131420976,2.4002733451906224e-4
single,cream,129,0.0012256881431299705,0.22314355131420976,2.735044050617411e-4
single,managed,129,0.0012256881431299705,0.22314355131420976,2.735044050617411e-4
single,students,129,0.0012256881431299705,0.5108256237659907,6.261129102569461e-4
married,boss,128,0.0010673248503243666,0,0
married,easter,128,0.0010673248503243666,0,0
married,listening,128,0.0010673248503243666,0,0
married,online,128,0.0010673248503243666,0,0
married,results,128,0.0010673248503243666,0,0
single,drink,128,0.0012161866846560948,0.22314355131420976,2.713842158752159e-4
married,birth,127,0.0010589863749312077,0,0
married,perfect,127,0.0010589863749312077,0,0
single,goal,127,0.0012066852261822189,0,0
married,sweet,126,0.0010506478995380485,0,0
married,tickets,126,0.0010506478995380485,0,0
single,accepted,126,0.0011971837677083432,0,0
married,hit,124,0.0010339709487517303,0,0
married,kiss,124,0.0010339709487517303,0.22314355131420976,2.307239494601839e-4
single,cousin,124,0.0011781808507605918,0.22314355131420976,2.629034591291154e-4
single,kids,124,0.0011781808507605918,0,0
single,music,124,0.0011781808507605918,0,0
single,perfect,124,0.0011781808507605918,0,0
married,close,123,0.0010256324733585712,0,0
married,dress,123,0.0010256324733585712,0.22314355131420976,2.288632724484082e-4
married,havent,123,0.0010256324733585712,0,0
married,managed,123,0.0010256324733585712,0.22314355131420976,2.288632724484082e-4
married,stopped,123,0.0010256324733585712,0,0
single,fiance,123,0.001168679392286716,0.5108256237659907,5.969913795473207e-4
single,niece,123,0.001168679392286716,0,0
single,taking,123,0.001168679392286716,0,0
married,business,122,0.001017293997965412,0,0
married,father,122,0.001017293997965412,0,0
married,prepared,122,0.001017293997965412,0.5108256237659907,5.1965984106408e-4
single,beach,122,0.0011591779338128404,0,0
single,coming,122,0.0011591779338128404,0,0
single,pizza,122,0.0011591779338128404,0.22314355131420976,2.586630807560652e-4
divorced,night,121,0.008742142908749367,0,0
married,amazing,121,0.0010089555225722528,0,0
married,bill,121,0.0010089555225722528,0,0
married,missed,121,0.0010089555225722528,0,0
married,offer,121,0.0010089555225722528,0,0
married,pregnant,121,0.0010089555225722528,0.5108256237659907,5.154003341701122e-4
single,paid,121,0.0011496764753389645,0,0
single,remember,121,0.0011496764753389645,0,0
single,sale,121,0.0011496764753389645,0,0
married,change,120,0.0010006170471790938,0,0
married,movement,120,0.0010006170471790938,0.9162907318741551,9.168561264854878e-4
married,spring,120,0.0010006170471790938,0,0
single,hand,120,0.0011401750168650888,0,0
married,yard,119,9.922785717859347e-4,0.22314355131420976,2.2142056440130548e-4
single,puppy,119,0.001130673558391213,0,0
single,girl,118,0.0011211720999173373,0,0
single,missed,118,0.0011211720999173373,0,0
single,pretty,118,0.0011211720999173373,0,0
married,cousin,117,9.756016209996164e-4,0.22314355131420976,2.1769921037775413e-4
married,ride,117,9.756016209996164e-4,0.22314355131420976,2.1769921037775413e-4
single,mine,117,0.0011116706414434616,0,0
single,pet,117,0.0011116706414434616,0,0
single,rain,117,0.0011116706414434616,0,0
married,anniversary,116,9.672631456064573e-4,0.22314355131420976,2.1583853336597846e-4
married,funny,116,9.672631456064573e-4,0,0
married,hand,116,9.672631456064573e-4,0,0
married,positive,116,9.672631456064573e-4,0,0
married,remember,116,9.672631456064573e-4,0,0
single,future,115,0.00109266772449571,0.22314355131420976,2.4382175645038928e-4
single,mturk,115,0.00109266772449571,0,0
single,picked,115,0.00109266772449571,0,0
married,colleagues,114,9.505861948201391e-4,0,0
single,arrived,114,0.0010831662660218343,0,0
single,grocery,114,0.0010831662660218343,0,0
single,local,114,0.0010831662660218343,0.22314355131420976,2.4170156726386417e-4
single,funny,113,0.0010736648075479586,0,0
single,warm,113,0.0010736648075479586,0,0
single,wonderful,113,0.0010736648075479586,0,0
married,joy,112,9.339092440338208e-4,0.22314355131420976,2.0839582531887574e-4
married,niece,112,9.339092440338208e-4,0,0
married,town,112,9.339092440338208e-4,0,0
married,world,112,9.339092440338208e-4,0,0
single,breakfast,112,0.001064163349074083,0,0
single,catch,112,0.001064163349074083,0.22314355131420976,2.3746118889081394e-4
single,realized,112,0.001064163349074083,0.22314355131420976,2.3746118889081394e-4
single,sitting,112,0.001064163349074083,0,0
married,grocery,111,9.255707686406618e-4,0,0
married,meal,111,9.255707686406618e-4,0,0
married,check,110,9.172322932475026e-4,0,0
married,chocolate,110,9.172322932475026e-4,0.22314355131420976,2.046744712953244e-4
married,local,110,9.172322932475026e-4,0.22314355131420976,2.046744712953244e-4
married,neighbor,110,9.172322932475026e-4,0,0
single,city,110,0.0010451604321263313,0,0
single,concert,110,0.0010451604321263313,0.22314355131420976,2.3322081051776366e-4
married,left,109,9.088938178543435e-4,0,0
married,looked,109,9.088938178543435e-4,0,0
married,minutes,109,9.088938178543435e-4,0,0
married,program,109,9.088938178543435e-4,0.22314355131420976,2.0281379428354872e-4
single,dance,109,0.0010356589736524556,0.5108256237659907,5.290411412248614e-4
single,hold,109,0.0010356589736524556,0,0
married,law,108,9.005553424611845e-4,0.22314355131420976,2.0095311727177305e-4
single,box,108,0.00102615751517858,0.22314355131420976,2.2898043214471343e-4
single,nephew,108,0.00102615751517858,0,0
single,stay,108,0.00102615751517858,0,0
divorced,home,107,0.007730655299472582,0,0
married,drink,107,8.922168670680253e-4,0.22314355131420976,1.9909244025999737e-4
married,raise,107,8.922168670680253e-4,0,0
married,return,107,8.922168670680253e-4,0,0
single,grandma,107,0.0010166560567047042,0.5108256237659907,5.19333964321653e-4
single,treat,107,0.0010166560567047042,0,0
married,chat,106,8.838783916748662e-4,0,0
married,doctor,106,8.838783916748662e-4,0.5108256237659907,4.515077307605942e-4
single,looked,106,0.0010071545982308285,0,0
single,raise,106,0.0010071545982308285,0,0
single,stopped,106,0.0010071545982308285,0,0
married,extra,105,8.75539916281707e-4,0,0
single,complimented,105,9.976531397569528e-4,0,0
single,flowers,105,9.976531397569528e-4,0,0
single,blissful,104,9.881516812830769e-4,0.5108256237659907,5.047731989668402e-4
single,chat,104,9.881516812830769e-4,0,0
single,left,104,9.881516812830769e-4,0,0
married,warm,103,8.588629654953888e-4,0,0
single,extra,103,9.786502228092012e-4,0,0
single,happened,103,9.786502228092012e-4,0,0
single,town,103,9.786502228092012e-4,0,0
married,church,102,8.505244901022297e-4,0.22314355131420976,1.8978905520111898e-4
married,finding,102,8.505244901022297e-4,0,0
married,relatives,102,8.505244901022297e-4,0,0
single,leave,102,9.691487643353255e-4,0.22314355131420976,2.1625929702556268e-4
married,bonus,101,8.421860147090706e-4,0.5108256237659907,4.3021019629075485e-4
married,grade,101,8.421860147090706e-4,0,0
married,set,101,8.421860147090706e-4,0.22314355131420976,1.8792837818934333e-4
single,childhood,101,9.596473058614498e-4,0.22314355131420976,2.1413910783903758e-4
single,girlfriend,101,9.596473058614498e-4,0,0
single,saved,101,9.596473058614498e-4,0,0
single,season,101,9.596473058614498e-4,0,0
married,accepted,100,8.338475393159115e-4,0,0
married,study,100,8.338475393159115e-4,0.22314355131420976,1.8606770117756763e-4
married,teacher,100,8.338475393159115e-4,0.22314355131420976,1.8606770117756763e-4
single,conversation,100,9.50145847387574e-4,0.22314355131420976,2.1201891865251242e-4
single,return,100,9.50145847387574e-4,0,0
single,temple,100,9.50145847387574e-4,0.9162907318741551,8.706098338899494e-4
divorced,boyfriend,99,0.0071526623798858465,0,0
married,extremely,99,8.255090639227524e-4,0,0
single,cake,99,9.406443889136983e-4,0,0
single,ride,99,9.406443889136983e-4,0.22314355131420976,2.0989872946598732e-4
married,mturk,98,8.171705885295932e-4,0,0
married,ready,98,8.171705885295932e-4,0,0
single,hang,98,9.311429304398226e-4,0,0
married,nap,97,8.088321131364341e-4,0,0
married,tonight,97,8.088321131364341e-4,0,0
single,news,97,9.216414719659467e-4,0.22314355131420976,2.0565835109293706e-4
married,sick,96,8.004936377432751e-4,0.22314355131420976,1.7862499313046494e-4
married,wife,96,8.004936377432751e-4,0,0
single,evening,96,9.12140013492071e-4,0,0
single,grade,96,9.12140013492071e-4,0,0
single,super,96,9.12140013492071e-4,0.22314355131420976,2.0353816190641193e-4
married,pizza,95,7.921551623501159e-4,0.22314355131420976,1.7676431611868924e-4
single,business,95,9.026385550181953e-4,0,0
single,children,95,9.026385550181953e-4,0,0
single,heard,95,9.026385550181953e-4,0,0
single,memories,95,9.026385550181953e-4,0,0
single,special,95,9.026385550181953e-4,0,0
divorced,dinner,94,0.006791416805144137,0,0
divorced,job,94,0.006791416805144137,0,0
married,invited,94,7.838166869569568e-4,0,0
married,leave,94,7.838166869569568e-4,0.22314355131420976,1.749036391069136e-4
married,sat,94,7.838166869569568e-4,0,0
married,training,94,7.838166869569568e-4,0,0
single,performance,94,8.931370965443195e-4,0,0
single,world,94,8.931370965443195e-4,0,0
married,coworker,93,7.754782115637976e-4,0.22314355131420976,1.730429620951379e-4
married,entire,93,7.754782115637976e-4,0,0
married,sun,93,7.754782115637976e-4,0,0
married,wasnt,93,7.754782115637976e-4,0,0
single,dollars,93,8.836356380704438e-4,0.22314355131420976,1.9717759434683657e-4
single,gym,93,8.836356380704438e-4,0.22314355131420976,1.9717759434683657e-4
single,wasnt,93,8.836356380704438e-4,0,0
married,bad,92,7.671397361706386e-4,0,0
married,fixed,92,7.671397361706386e-4,0,0
married,happened,92,7.671397361706386e-4,0,0
married,painting,92,7.671397361706386e-4,0.22314355131420976,1.7118228508336222e-4
married,puppy,92,7.671397361706386e-4,0,0
married,worried,92,7.671397361706386e-4,0,0
married,arrived,91,7.588012607774794e-4,0,0
married,birds,91,7.588012607774794e-4,0,0
married,experience,91,7.588012607774794e-4,0,0
married,music,91,7.588012607774794e-4,0,0
married,nephew,91,7.588012607774794e-4,0,0
married,news,91,7.588012607774794e-4,0.22314355131420976,1.6932160807158655e-4
married,pounds,91,7.588012607774794e-4,0,0
single,writing,91,8.646327211226923e-4,0.22314355131420976,1.929372159737863e-4
divorced,family,90,0.00650242034535077,0,0
married,born,90,7.504627853843203e-4,0,0
married,deal,90,7.504627853843203e-4,0,0
single,change,90,8.551312626488166e-4,0,0
single,child,90,8.551312626488166e-4,0,0
single,married,90,8.551312626488166e-4,0,0
single,test,90,8.551312626488166e-4,0,0
single,unexpected,90,8.551312626488166e-4,0.22314355131420976,1.908170267872612e-4
married,heard,89,7.421243099911613e-4,0,0
married,pretty,89,7.421243099911613e-4,0,0
single,photos,89,8.456298041749408e-4,0,0
single,sun,89,8.456298041749408e-4,0,0
married,break,88,7.337858345980021e-4,0,0
married,color,88,7.337858345980021e-4,0,0
single,picture,88,8.361283457010651e-4,0,0
single,ran,88,8.361283457010651e-4,0,0
single,travel,88,8.361283457010651e-4,0.22314355131420976,1.8657664841421095e-4
married,heart,87,7.25447359204843e-4,0,0
married,pet,87,7.25447359204843e-4,0,0
married,spouse,87,7.25447359204843e-4,0.5108256237659907,3.7057709977520467e-4
single,joy,87,8.266268872271894e-4,0.22314355131420976,1.8445645922768582e-4
single,rs,87,8.266268872271894e-4,0.9162907318741551,7.57430555484256e-4
divorced,found,86,0.006213423885557402,0,0
married,due,86,7.171088838116838e-4,0,0
single,weight,86,8.171254287533136e-4,0,0
married,chicken,85,7.087704084185248e-4,0,0
married,hospital,85,7.087704084185248e-4,0.22314355131420976,1.5815754600093248e-4
married,items,85,7.087704084185248e-4,0,0
single,degree,85,8.076239702794379e-4,0.22314355131420976,1.8021608085463557e-4
single,neighbor,85,8.076239702794379e-4,0,0
married,conversation,84,7.004319330253657e-4,0.22314355131420976,1.5629686898915683e-4
married,photos,84,7.004319330253657e-4,0,0
married,reason,84,7.004319330253657e-4,0.22314355131420976,1.5629686898915683e-4
married,stimulating,84,7.004319330253657e-4,0.9162907318741551,6.417992885398415e-4
married,weight,84,7.004319330253657e-4,0,0
single,born,84,7.981225118055622e-4,0,0
single,cuddled,84,7.981225118055622e-4,0,0
single,fixed,84,7.981225118055622e-4,0,0
single,guy,84,7.981225118055622e-4,0,0
single,reached,84,7.981225118055622e-4,0,0
single,study,84,7.981225118055622e-4,0.22314355131420976,1.7809589166811046e-4
married,slept,83,6.920934576322065e-4,0.5108256237659907,3.5353907219933315e-4
married,step,83,6.920934576322065e-4,0,0
single,chocolate,83,7.886210533316864e-4,0.22314355131420976,1.759757024815853e-4
single,extremely,83,7.886210533316864e-4,0,0
single,quality,83,7.886210533316864e-4,0.5108256237659907,4.0284784148315135e-4
divorced,dog,82,0.005924427425764035,0,0
married,exercise,82,6.837549822390474e-4,0,0
single,bill,82,7.791195948578107e-4,0,0
single,easter,82,7.791195948578107e-4,0,0
single,email,82,7.791195948578107e-4,0,0
single,hug,82,7.791195948578107e-4,0,0
married,appreciated,81,6.754165068458883e-4,0.22314355131420976,1.5071483795382979e-4
married,concert,81,6.754165068458883e-4,0.22314355131420976,1.5071483795382979e-4
married,dish,81,6.754165068458883e-4,0.22314355131420976,1.5071483795382979e-4
married,hadnt,81,6.754165068458883e-4,0,0
married,interview,81,6.754165068458883e-4,0,0
married,performance,81,6.754165068458883e-4,0,0
married,text,81,6.754165068458883e-4,0.22314355131420976,1.5071483795382979e-4
single,computer,81,7.69618136383935e-4,0.22314355131420976,1.7173532410853508e-4
single,finding,81,7.69618136383935e-4,0,0
married,awesome,80,6.670780314527292e-4,0.22314355131420976,1.488541609420541e-4
married,half,80,6.670780314527292e-4,0,0
married,offsite,80,6.670780314527292e-4,1.6094379124341003,0.0010736206743719296
single,afternoon,80,7.601166779100592e-4,0.22314355131420976,1.6961513492200995e-4
single,bad,80,7.601166779100592e-4,0,0
